Id,properties._n_name,properties.n_name,modularity_class
1202,"EARLY-ONSET, AUTOSOMAL DOMINANT ALZHEIMER DISEASE|EARLY-ONSET AUTOSOMAL DOMINANT ALZHEIMER DISEASE|EARLY-ONSET FAMILIAL AUTOSOMAL DOMINANT ALZHEIMER DISEASE|EOFAD|FAMILIAL ALZHEIMER DISEASE, ALZHEIMER DISEASE TYPE 4|AD4|ALZHEIMER DISEASE 4|ALZHEIMER DISEASE FAMILIAL TYPE 4, nan, ADAD|AUTOSOMAL DOMINANT AD|BIPARIETAL VARIANT OF ALZHEIMER'S DISEASE|EARLY-ONSET AUTOSOMAL DOMINANT ALZHEIMER DISEASE|EARLY-ONSET FAMILIAL AUTOSOMAL DOMINANT ALZHEIMER DISEASE|EOFAD|FAMILIAL ALZHEIMER DISEASE|EARLY-ONSET, AUTOSOMAL DOMINANT ALZHEIMER DISEASE|EARLY-ONSET AUTOSOMAL DOMINANT ALZHEIMER'S DISEASE, ACUTE CONFUSIONAL SENILE DEMENTIA|ALZHEIMER DEMENTIA|ALZHEIMER DEMENTIAS|ALZHEIMER DISEASE, EARLY ONSET|ALZHEIMER DISEASE, FAMILIAL (FAD)|ALZHEIMER DISEASE, LATE ONSET|ALZHEIMER DISEASES, FAMILIAL (FAD)|ALZHEIMER SCLEROSIS|ALZHEIMER SYNDROME|ALZHEIMER TYPE DEMENTIA|ALZHEIMER TYPE DEMENTIA (ATD)|ALZHEIMER TYPE SENILE DEMENTIA|ALZHEIMER'S DISEASE|ALZHEIMER'S DISEASE, FOCAL ONSET|ALZHEIMER-TYPE DEMENTIA (ATD)|DEMENTIA, ALZHEIMER|DEMENTIA, ALZHEIMER TYPE|DEMENTIA, ALZHEIMER-TYPE (ATD)|DEMENTIA, PRESENILE|DEMENTIA, PRIMARY SENILE DEGENERATIVE|DEMENTIA, SENILE|DEMENTIAS, ALZHEIMER|EARLY ONSET ALZHEIMER DISEASE|FAMILIAL ALZHEIMER DISEASE (FAD)|FAMILIAL ALZHEIMER DISEASES (FAD)|FOCAL ONSET ALZHEIMER'S DISEASE|LATE ONSET ALZHEIMER DISEASE|PRESENILE ALZHEIMER DEMENTIA|PRESENILE DEMENTIA|PRIMARY SENILE DEGENERATIVE DEMENTIA|SCLEROSIS, ALZHEIMER|SENILE DEMENTIA|SENILE DEMENTIA, ACUTE CONFUSIONAL|SENILE DEMENTIA, ALZHEIMER TYPE|ALZHEIMER DISEASE, ALZHEIMER DISEASE, EARLY-ONSET FAMILIAL AUTOSOMAL DOMINANT ALZHEIMER DISEASE|EOFAD|EARLY-ONSET, AUTOSOMAL DOMINANT ALZHEIMER DISEASE|EARLY-ONSET AUTOSOMAL DOMINANT ALZHEIMER DISEASE, EARLY-ONSET AUTOSOMAL DOMINANT ALZHEIMER DISEASE|EARLY-ONSET FAMILIAL ALZHEIMER DISEASE|EARLY-ONSET FAMILIAL AUTOSOMAL DOMINANT ALZHEIMER DISEASE|EOFAD, FAMILIAL ALZHEIMER DISEASE|FAD, ALZHEIMER DISEASE TYPE 1|AD1|ALZHEIMER DISEASE 1|EARLY-ONSET FAMILIAL FORM OF ALZHEIMER DISEASE, nan, ALZHEIMER DISEASE, FAMILIAL|FAD|GARD:0000632|FAMILIAL ALZHEIMER DISEASE, ENFERMEDAD DE ALZHEIMER DE INICIO TEMPRANO AUTOSÓMICA DOMINANTE, FAMILIAL ALZHEIMER DISEASE|ALZHEIMER DISEASE, FAMILIAL|ALZHEIMER DISEASE, FAMILIAL (FAD)|ALZHEIMER DISEASES, FAMILIAL (FAD)|FAD|FAMILIAL ALZHEIMER DISEASE (FAD)|FAMILIAL ALZHEIMER DISEASES (FAD)|GARD:0000632, ALZHEIMER DISEASE TYPE 3|AD3|ALZHEIMER DISEASE 3|ALZHEIMER DISEASE EARLY ONSET TYPE 3, EARLY-ONSET AUTOSOMAL DOMINANT ALZHEIMER DISEASE, AD|ALZHEIMER DEMENTIA|ALZHEIMER DISEASE|ALZHEIMER'S DEMENTIA|ALZHEIMER'S DISEASE|ALZHEIMERS DEMENTIA|ALZHEIMERS DISEASE|ALZHEIMER DISEASE, FAMILIAL, DINUCLEOTIDE, FLAVIN-ADENINE|FAD|FLAVIN ADENINE DINUCLEOTIDE|FLAVITAN|RIBOFLAVIN 5'-(TRIHYDROGEN DIPHOSPHATE), P'-5'-ESTER WITH ADENOSINE|FLAVIN-ADENINE DINUCLEOTIDE, FANCD2 WT ALLELE|DKFZP762A223|FA COMPLEMENTATION GROUP D2 WT ALLELE|FA-D2|FA4|FACD|FAD|FAD2|FANCD|FANCONI ANEMIA COMPLEMENTATION GROUP D2 GENE|FANCONI ANEMIA, COMPLEMENTATION GROUP D2 GENE|FLJ23826, PSEN1 WT ALLELE|AD3|ALZHEIMER DISEASE 3 GENE|FAD|PRESENILIN 1 WT ALLELE|PS1|S182, BRCA2 WT ALLELE|BRCA2, DNA REPAIR ASSOCIATED WT ALLELE|BRCC2|BREAST CANCER 2 GENE|BREAST CANCER 2, EARLY ONSET WT ALLELE|BREAST CANCER TYPE 2 SUSCEPTIBILITY GENE|BROVCA2|FACD|FAD|FAD1|FANCD|FANCD1|GLM3|HEREDITARY BREAST CANCER 2 GENE|PNCA2|XRCC11, AD3|FAD|PS-1|PS1|S182|PSEN1, BRCC2|BROVCA2|FACD|FAD|FAD1|FANCD|FANCD1|GLM3|PNCA2|BRCA2, FA-D2|FA4|FACD|FAD|FAD2|FANCD|FANCD2, ADENOSINE 5'-(3-{D-RIBO-5-[7,8-DIMETHYL-2,4-DIOXO-3,4-DIHYDROBENZO[G]PTERIDIN-10(2H)-YL]-2,3,4-TRIHYDROXYPENTYL} DIHYDROGEN DIPHOSPHATE)|FAD|ADENOSINE 5'-(TRIHYDROGEN PYROPHOSPHATE), 5'-5'-ESTER WITH RIBOFLAVINE|ADENOSINE 5'-[3-(RIBOFLAVIN-5'-YL) DIHYDROGEN DIPHOSPHATE]|FLAVIN ADENINE DINUCLEOTIDE|FLAVIN-ADENINE DINUCLEOTIDE|RIBOFLAVIN 5'-(TRIHYDROGEN DIPHOSPHATE), 5'-5'-ESTER WITH ADENOSINE|RIBOFLAVIN 5'-ADENOSINE DIPHOSPHATE, ALZHEIMER DISEASE, FAMILIAL|FAD|GARD:0000632|FAMILIAL ALZHEIMBER DISEASE","['EARLY-ONSET, AUTOSOMAL DOMINANT ALZHEIMER DISEASE', 'EARLY-ONSET AUTOSOMAL DOMINANT ALZHEIMER DISEASE', 'EARLY-ONSET FAMILIAL AUTOSOMAL DOMINANT ALZHEIMER DISEASE', 'EOFAD', 'FAMILIAL ALZHEIMER DISEASE'], ['ALZHEIMER DISEASE TYPE 4', 'AD4', 'ALZHEIMER DISEASE 4', 'ALZHEIMER DISEASE FAMILIAL TYPE 4'], nan, ['ADAD', 'AUTOSOMAL DOMINANT AD', ""BIPARIETAL VARIANT OF ALZHEIMER'S DISEASE"", 'EARLY-ONSET AUTOSOMAL DOMINANT ALZHEIMER DISEASE', 'EARLY-ONSET FAMILIAL AUTOSOMAL DOMINANT ALZHEIMER DISEASE', 'EOFAD', 'FAMILIAL ALZHEIMER DISEASE', 'EARLY-ONSET, AUTOSOMAL DOMINANT ALZHEIMER DISEASE', ""EARLY-ONSET AUTOSOMAL DOMINANT ALZHEIMER'S DISEASE""], ['ACUTE CONFUSIONAL SENILE DEMENTIA', 'ALZHEIMER DEMENTIA', 'ALZHEIMER DEMENTIAS', 'ALZHEIMER DISEASE, EARLY ONSET', 'ALZHEIMER DISEASE, FAMILIAL (FAD)', 'ALZHEIMER DISEASE, LATE ONSET', 'ALZHEIMER DISEASES, FAMILIAL (FAD)', 'ALZHEIMER SCLEROSIS', 'ALZHEIMER SYNDROME', 'ALZHEIMER TYPE DEMENTIA', 'ALZHEIMER TYPE DEMENTIA (ATD)', 'ALZHEIMER TYPE SENILE DEMENTIA', ""ALZHEIMER'S DISEASE"", ""ALZHEIMER'S DISEASE, FOCAL ONSET"", 'ALZHEIMER-TYPE DEMENTIA (ATD)', 'DEMENTIA, ALZHEIMER', 'DEMENTIA, ALZHEIMER TYPE', 'DEMENTIA, ALZHEIMER-TYPE (ATD)', 'DEMENTIA, PRESENILE', 'DEMENTIA, PRIMARY SENILE DEGENERATIVE', 'DEMENTIA, SENILE', 'DEMENTIAS, ALZHEIMER', 'EARLY ONSET ALZHEIMER DISEASE', 'FAMILIAL ALZHEIMER DISEASE (FAD)', 'FAMILIAL ALZHEIMER DISEASES (FAD)', ""FOCAL ONSET ALZHEIMER'S DISEASE"", 'LATE ONSET ALZHEIMER DISEASE', 'PRESENILE ALZHEIMER DEMENTIA', 'PRESENILE DEMENTIA', 'PRIMARY SENILE DEGENERATIVE DEMENTIA', 'SCLEROSIS, ALZHEIMER', 'SENILE DEMENTIA', 'SENILE DEMENTIA, ACUTE CONFUSIONAL', 'SENILE DEMENTIA, ALZHEIMER TYPE', 'ALZHEIMER DISEASE'], ALZHEIMER DISEASE, ['EARLY-ONSET FAMILIAL AUTOSOMAL DOMINANT ALZHEIMER DISEASE', 'EOFAD', 'EARLY-ONSET, AUTOSOMAL DOMINANT ALZHEIMER DISEASE', 'EARLY-ONSET AUTOSOMAL DOMINANT ALZHEIMER DISEASE'], ['EARLY-ONSET AUTOSOMAL DOMINANT ALZHEIMER DISEASE', 'EARLY-ONSET FAMILIAL ALZHEIMER DISEASE', 'EARLY-ONSET FAMILIAL AUTOSOMAL DOMINANT ALZHEIMER DISEASE', 'EOFAD'], ['FAMILIAL ALZHEIMER DISEASE', 'FAD'], ['ALZHEIMER DISEASE TYPE 1', 'AD1', 'ALZHEIMER DISEASE 1', 'EARLY-ONSET FAMILIAL FORM OF ALZHEIMER DISEASE'], nan, ['ALZHEIMER DISEASE, FAMILIAL', 'FAD', 'GARD:0000632', 'FAMILIAL ALZHEIMER DISEASE'], ENFERMEDAD DE ALZHEIMER DE INICIO TEMPRANO AUTOSÓMICA DOMINANTE, ['FAMILIAL ALZHEIMER DISEASE', 'ALZHEIMER DISEASE, FAMILIAL', 'ALZHEIMER DISEASE, FAMILIAL (FAD)', 'ALZHEIMER DISEASES, FAMILIAL (FAD)', 'FAD', 'FAMILIAL ALZHEIMER DISEASE (FAD)', 'FAMILIAL ALZHEIMER DISEASES (FAD)', 'GARD:0000632'], ['ALZHEIMER DISEASE TYPE 3', 'AD3', 'ALZHEIMER DISEASE 3', 'ALZHEIMER DISEASE EARLY ONSET TYPE 3'], EARLY-ONSET AUTOSOMAL DOMINANT ALZHEIMER DISEASE, ['AD', 'ALZHEIMER DEMENTIA', 'ALZHEIMER DISEASE', ""ALZHEIMER'S DEMENTIA"", ""ALZHEIMER'S DISEASE"", 'ALZHEIMERS DEMENTIA', 'ALZHEIMERS DISEASE', 'ALZHEIMER DISEASE, FAMILIAL'], ['DINUCLEOTIDE, FLAVIN-ADENINE', 'FAD', 'FLAVIN ADENINE DINUCLEOTIDE', 'FLAVITAN', ""RIBOFLAVIN 5'-(TRIHYDROGEN DIPHOSPHATE), P'-5'-ESTER WITH ADENOSINE"", 'FLAVIN-ADENINE DINUCLEOTIDE'], ['FANCD2 WT ALLELE', 'DKFZP762A223', 'FA COMPLEMENTATION GROUP D2 WT ALLELE', 'FA-D2', 'FA4', 'FACD', 'FAD', 'FAD2', 'FANCD', 'FANCONI ANEMIA COMPLEMENTATION GROUP D2 GENE', 'FANCONI ANEMIA, COMPLEMENTATION GROUP D2 GENE', 'FLJ23826'], ['PSEN1 WT ALLELE', 'AD3', 'ALZHEIMER DISEASE 3 GENE', 'FAD', 'PRESENILIN 1 WT ALLELE', 'PS1', 'S182'], ['BRCA2 WT ALLELE', 'BRCA2, DNA REPAIR ASSOCIATED WT ALLELE', 'BRCC2', 'BREAST CANCER 2 GENE', 'BREAST CANCER 2, EARLY ONSET WT ALLELE', 'BREAST CANCER TYPE 2 SUSCEPTIBILITY GENE', 'BROVCA2', 'FACD', 'FAD', 'FAD1', 'FANCD', 'FANCD1', 'GLM3', 'HEREDITARY BREAST CANCER 2 GENE', 'PNCA2', 'XRCC11'], ['AD3', 'FAD', 'PS-1', 'PS1', 'S182', 'PSEN1'], ['BRCC2', 'BROVCA2', 'FACD', 'FAD', 'FAD1', 'FANCD', 'FANCD1', 'GLM3', 'PNCA2', 'BRCA2'], ['FA-D2', 'FA4', 'FACD', 'FAD', 'FAD2', 'FANCD', 'FANCD2'], [""ADENOSINE 5'-(3-{D-RIBO-5-[7,8-DIMETHYL-2,4-DIOXO-3,4-DIHYDROBENZO[G]PTERIDIN-10(2H)-YL]-2,3,4-TRIHYDROXYPENTYL} DIHYDROGEN DIPHOSPHATE)"", 'FAD', ""ADENOSINE 5'-(TRIHYDROGEN PYROPHOSPHATE), 5'-5'-ESTER WITH RIBOFLAVINE"", ""ADENOSINE 5'-[3-(RIBOFLAVIN-5'-YL) DIHYDROGEN DIPHOSPHATE]"", 'FLAVIN ADENINE DINUCLEOTIDE', 'FLAVIN-ADENINE DINUCLEOTIDE', ""RIBOFLAVIN 5'-(TRIHYDROGEN DIPHOSPHATE), 5'-5'-ESTER WITH ADENOSINE"", ""RIBOFLAVIN 5'-ADENOSINE DIPHOSPHATE""], ['ALZHEIMER DISEASE, FAMILIAL', 'FAD', 'GARD:0000632', 'FAMILIAL ALZHEIMBER DISEASE']",6
5366806,,,6
5366808,,,6
5366810,,,6
5366812,,,6
5366814,,,6
5366816,,,6
5366818,,,6
5366820,,,6
5366822,,,6
