Id,modularity_class,properties._n_name,properties.n_name
11415,24,"CEREBELLAR HEMANGIOBLASTOMA, ANGIOMATOSES, FAMILIAL CEREBELLO-RETINAL|ANGIOMATOSES, FAMILIAL CEREBELLORETINAL|ANGIOMATOSIS RETINAE|ANGIOMATOSIS, FAMILIAL CEREBELLO-RETINAL|ANGIOMATOSIS, FAMILIAL CEREBELLORETINAL|CEREBELLO-RETINAL ANGIOMATOSES, FAMILIAL|CEREBELLO-RETINAL ANGIOMATOSIS, FAMILIAL|CEREBELLORETINAL ANGIOMATOSES, FAMILIAL|CEREBELLORETINAL ANGIOMATOSIS, FAMILIAL|FAMILIAL CEREBELLO RETINAL ANGIOMATOSIS|FAMILIAL CEREBELLO-RETINAL ANGIOMATOSES|FAMILIAL CEREBELLO-RETINAL ANGIOMATOSIS|FAMILIAL CEREBELLORETINAL ANGIOMATOSES|FAMILIAL CEREBELLORETINAL ANGIOMATOSIS|HIPPEL LINDAU DISEASE|HIPPEL-LINDAU DISEASE|LINDAU DISEASE|LINDAU'S DISEASE|LINDAU'S DISEASES|LINDAUS DISEASE|VHL SYNDROME|VHL SYNDROMES|VON HIPPEL LINDAU DISEASE|VON HIPPEL LINDAU SYNDROME|VON HIPPEL-LINDAU SYNDROME|VON HIPPEL-LINDAU DISEASE, VON HIPPEL-LINDAU DISEASE|VHL, HEMANGIOBLASTOMA, SPORADIC CEREBELLAR|CEREBELLAR HEMANGIOBLASTOMA, HEMANGIOBLASTOMA OF CEREBELLUM|CEREBELLAR ANGIOBLASTOMA, ERYTHROCYTOSIS, FAMILIAL, 2|HEMANGIOBLASTOMA, SPORADIC CEREBELLAR|PHEOCHROMOCYTOMA|POLYCYTHEMIA, CHUVASH TYPE|RENAL CELL CARCINOMA WITH PARANEOPLASTIC ERYTHROCYTOSIS|RENAL CELL CARCINOMA, SOMATIC|VHL|VON HIPPEL-LINDAU SYNDROME|VHL GENE, CEREBELLAR HEMANGIOBLASTOMA|ANGIOBLASTOMA OF CEREBELLUM|ANGIOBLASTOMA OF THE CEREBELLUM|CEREBELLAR ANGIOBLASTOMA|CEREBELLAR CAPILLARY HEMANGIOBLASTOMA|CEREBELLUM HEMANGIOBLASTOMA|HEMANGIOBLASTOMA OF CEREBELLUM|HEMANGIOBLASTOMA OF THE CEREBELLUM|HEMANGIOBLASTOMA, SPORADIC CEREBELLAR, VON HIPPEL-LINDAU DISEASE, VHL|VON HIPPEL-LINDAU SYNDROME, MODIFIERS OF|VON HIPPEL-LINDAU SYNDROME, VON HIPPEL-LINDAU SYNDROME|ANGIOMATOSES, FAMILIAL CEREBELLO-RETINAL|ANGIOMATOSES, FAMILIAL CEREBELLORETINAL|ANGIOMATOSIS RETINAE|ANGIOMATOSIS, FAMILIAL CEREBELLO-RETINAL|ANGIOMATOSIS, FAMILIAL CEREBELLORETINAL|CEREBELLO-RETINAL ANGIOMATOSES, FAMILIAL|CEREBELLO-RETINAL ANGIOMATOSIS, FAMILIAL|CEREBELLORETINAL ANGIOMATOSES, FAMILIAL|CEREBELLORETINAL ANGIOMATOSIS, FAMILIAL|CEREBRORETINAL ANGIOMATOSIS|FAMILIAL CEREBELLO RETINAL ANGIOMATOSIS|FAMILIAL CEREBELLO-RETINAL ANGIOMATOSES|FAMILIAL CEREBELLO-RETINAL ANGIOMATOSIS|FAMILIAL CEREBELLORETINAL ANGIOMATOSES|FAMILIAL CEREBELLORETINAL ANGIOMATOSIS|HIPPEL LINDAU DISEASE|HIPPEL LINDAU SYNDROME|HIPPEL-LINDAU DISEASE|LINDAU DISEASE|LINDAU' DISEASE|LINDAU'S DISEASE|LINDAU'S DISEASES|LINDAUS DISEASE|VHL|VHL - VON HIPPEL-LINDAU SYNDROME|VHL SYNDROME|VHL SYNDROMES|VHLS|VON HIPPEL LINDAU DISEASE|VON HIPPEL LINDAU SYNDROME|VON HIPPEL-LINDAU DISEASE|VON HIPPEL-LINDAU SYNDROME (VHL), PEUTZ-JEGHERS SYNDROME|STURGE-WEBER(-DIMITRI) SYNDROME|VON HIPPEL-LINDAU SYNDROME|OTHER PHAKOMATOSES, NOT ELSEWHERE CLASSIFIED, VON HIPPEL-LINDAU DISEASE|VHL|VHL SYNDROME|VON HIPPEL-LINDAU SYNDROME, ENFERMEDAD DE VON HIPPEL-LINDAU, CEREBELLAR HEMANGIOBLASTOMA|ANGIOBLASTOMA OF CEREBELLUM|ANGIOBLASTOMA OF THE CEREBELLUM|CEREBELLAR ANGIOBLASTOMA|CEREBELLAR CAPILLARY HEMANGIOBLASTOMA|HEMANGIOBLASTOMA OF CEREBELLUM|HEMANGIOBLASTOMA OF THE CEREBELLUM, HIPPEL LINDAU SYNDROME|VON HIPPEL-LINDAU SYNDROME|VON HIPPEL-LINDAU DISEASE, VON HIPPEL-LINDAU SYNDROME|ANGIOMATOSIS RETINAE|CEREBELLORETINAL ANGIOMATOSIS, FAMILIAL|HIPPEL-LINDAU DISEASE|VHL SYNDROME|VON HIPPEL-LINDAU DISEASE, VON HIPPEL-LINDAU SYNDROME|CEREBRORETINAL ANGIOMATOSIS|VHL SYNDROME|VON HIPPEL-LINDAU DISEASE|VON HIPPEL-LINDAU SYNDROME (VHL), VHL GENE|VHL|VON HIPPEL-LINDAU TUMOR SUPRESSOR GENE","CEREBELLAR HEMANGIOBLASTOMA, ['ANGIOMATOSES, FAMILIAL CEREBELLO-RETINAL', 'ANGIOMATOSES, FAMILIAL CEREBELLORETINAL', 'ANGIOMATOSIS RETINAE', 'ANGIOMATOSIS, FAMILIAL CEREBELLO-RETINAL', 'ANGIOMATOSIS, FAMILIAL CEREBELLORETINAL', 'CEREBELLO-RETINAL ANGIOMATOSES, FAMILIAL', 'CEREBELLO-RETINAL ANGIOMATOSIS, FAMILIAL', 'CEREBELLORETINAL ANGIOMATOSES, FAMILIAL', 'CEREBELLORETINAL ANGIOMATOSIS, FAMILIAL', 'FAMILIAL CEREBELLO RETINAL ANGIOMATOSIS', 'FAMILIAL CEREBELLO-RETINAL ANGIOMATOSES', 'FAMILIAL CEREBELLO-RETINAL ANGIOMATOSIS', 'FAMILIAL CEREBELLORETINAL ANGIOMATOSES', 'FAMILIAL CEREBELLORETINAL ANGIOMATOSIS', 'HIPPEL LINDAU DISEASE', 'HIPPEL-LINDAU DISEASE', 'LINDAU DISEASE', ""LINDAU'S DISEASE"", ""LINDAU'S DISEASES"", 'LINDAUS DISEASE', 'VHL SYNDROME', 'VHL SYNDROMES', 'VON HIPPEL LINDAU DISEASE', 'VON HIPPEL LINDAU SYNDROME', 'VON HIPPEL-LINDAU SYNDROME', 'VON HIPPEL-LINDAU DISEASE'], ['VON HIPPEL-LINDAU DISEASE', 'VHL'], ['HEMANGIOBLASTOMA, SPORADIC CEREBELLAR', 'CEREBELLAR HEMANGIOBLASTOMA'], ['HEMANGIOBLASTOMA OF CEREBELLUM', 'CEREBELLAR ANGIOBLASTOMA'], ['ERYTHROCYTOSIS, FAMILIAL, 2', 'HEMANGIOBLASTOMA, SPORADIC CEREBELLAR', 'PHEOCHROMOCYTOMA', 'POLYCYTHEMIA, CHUVASH TYPE', 'RENAL CELL CARCINOMA WITH PARANEOPLASTIC ERYTHROCYTOSIS', 'RENAL CELL CARCINOMA, SOMATIC', 'VHL', 'VON HIPPEL-LINDAU SYNDROME', 'VHL GENE'], ['CEREBELLAR HEMANGIOBLASTOMA', 'ANGIOBLASTOMA OF CEREBELLUM', 'ANGIOBLASTOMA OF THE CEREBELLUM', 'CEREBELLAR ANGIOBLASTOMA', 'CEREBELLAR CAPILLARY HEMANGIOBLASTOMA', 'CEREBELLUM HEMANGIOBLASTOMA', 'HEMANGIOBLASTOMA OF CEREBELLUM', 'HEMANGIOBLASTOMA OF THE CEREBELLUM', 'HEMANGIOBLASTOMA, SPORADIC CEREBELLAR'], VON HIPPEL-LINDAU DISEASE, ['VHL', 'VON HIPPEL-LINDAU SYNDROME, MODIFIERS OF', 'VON HIPPEL-LINDAU SYNDROME'], ['VON HIPPEL-LINDAU SYNDROME', 'ANGIOMATOSES, FAMILIAL CEREBELLO-RETINAL', 'ANGIOMATOSES, FAMILIAL CEREBELLORETINAL', 'ANGIOMATOSIS RETINAE', 'ANGIOMATOSIS, FAMILIAL CEREBELLO-RETINAL', 'ANGIOMATOSIS, FAMILIAL CEREBELLORETINAL', 'CEREBELLO-RETINAL ANGIOMATOSES, FAMILIAL', 'CEREBELLO-RETINAL ANGIOMATOSIS, FAMILIAL', 'CEREBELLORETINAL ANGIOMATOSES, FAMILIAL', 'CEREBELLORETINAL ANGIOMATOSIS, FAMILIAL', 'CEREBRORETINAL ANGIOMATOSIS', 'FAMILIAL CEREBELLO RETINAL ANGIOMATOSIS', 'FAMILIAL CEREBELLO-RETINAL ANGIOMATOSES', 'FAMILIAL CEREBELLO-RETINAL ANGIOMATOSIS', 'FAMILIAL CEREBELLORETINAL ANGIOMATOSES', 'FAMILIAL CEREBELLORETINAL ANGIOMATOSIS', 'HIPPEL LINDAU DISEASE', 'HIPPEL LINDAU SYNDROME', 'HIPPEL-LINDAU DISEASE', 'LINDAU DISEASE', ""LINDAU' DISEASE"", ""LINDAU'S DISEASE"", ""LINDAU'S DISEASES"", 'LINDAUS DISEASE', 'VHL', 'VHL - VON HIPPEL-LINDAU SYNDROME', 'VHL SYNDROME', 'VHL SYNDROMES', 'VHLS', 'VON HIPPEL LINDAU DISEASE', 'VON HIPPEL LINDAU SYNDROME', 'VON HIPPEL-LINDAU DISEASE', 'VON HIPPEL-LINDAU SYNDROME (VHL)'], ['PEUTZ-JEGHERS SYNDROME', 'STURGE-WEBER(-DIMITRI) SYNDROME', 'VON HIPPEL-LINDAU SYNDROME', 'OTHER PHAKOMATOSES, NOT ELSEWHERE CLASSIFIED'], ['VON HIPPEL-LINDAU DISEASE', 'VHL', 'VHL SYNDROME', 'VON HIPPEL-LINDAU SYNDROME'], ENFERMEDAD DE VON HIPPEL-LINDAU, ['CEREBELLAR HEMANGIOBLASTOMA', 'ANGIOBLASTOMA OF CEREBELLUM', 'ANGIOBLASTOMA OF THE CEREBELLUM', 'CEREBELLAR ANGIOBLASTOMA', 'CEREBELLAR CAPILLARY HEMANGIOBLASTOMA', 'HEMANGIOBLASTOMA OF CEREBELLUM', 'HEMANGIOBLASTOMA OF THE CEREBELLUM'], ['HIPPEL LINDAU SYNDROME', 'VON HIPPEL-LINDAU SYNDROME', 'VON HIPPEL-LINDAU DISEASE'], ['VON HIPPEL-LINDAU SYNDROME', 'ANGIOMATOSIS RETINAE', 'CEREBELLORETINAL ANGIOMATOSIS, FAMILIAL', 'HIPPEL-LINDAU DISEASE', 'VHL SYNDROME', 'VON HIPPEL-LINDAU DISEASE'], ['VON HIPPEL-LINDAU SYNDROME', 'CEREBRORETINAL ANGIOMATOSIS', 'VHL SYNDROME', 'VON HIPPEL-LINDAU DISEASE', 'VON HIPPEL-LINDAU SYNDROME (VHL)'], ['VHL GENE', 'VHL', 'VON HIPPEL-LINDAU TUMOR SUPRESSOR GENE']"
11725,24,"nan, HEMANGIOBLASTOMA, HEMANGIOBLASTOMA, HEMANGIOBLASTOMA, HEMANGIOBLASTOMA, MULTIPLE|HEMANGIOBLASTOMAS|HEMANGIOBLASTOMAS, MULTIPLE|MULTIPLE HEMANGIOBLASTOMA|MULTIPLE HEMANGIOBLASTOMAS|HEMANGIOBLASTOMA, HEMANGIOBLASTOMA|ANGIOBLASTOMA|CAPILLARY HEMANGIOBLASTOMA|HAEMANGIOBLASTOMA, CAPILLARY HEMANGIOBLASTOMA|HEMANGIOBLASTOMA, HAEMANGIOBLASTOMA|HEMANGIOBLASTOMA, HEMANGIOBLASTOMA|ANGIOBLASTOMA|CAPILLARY HEMANGIOBLASTOMA|HAEMANGIOBLASTOMA|HEMANGIOBLASTOMAS, ANGIOBLASTOMA|CAPILLARY HEMANGIOBLASTOMA|HEMANGIOBLASTOMA|HMBL, ANGIOBLASTOMA|CAPILLARY HEMANGIOBLASTOMA|HEMANGIOBLASTOMA|HMBL, ANGIOBLASTOMA|HEMANGIOBLASTOMA, ""CAPILLARY HEMANGIOBLASTOMA"" EXACT [NCI2004_11_17:C3801]|""HEMANGIOBLASTOMA (MORPHOLOGIC ABNORMALITY)"" EXACT [SNOMEDCT_2005_07_31:81201000]|""HEMANGIOBLASTOMA"" EXACT [MTH:NOCODE]|HEMANGIOBLASTOMA, HEMANGIOBLASTOMA|MOUSE HEMANGIOBLASTOMA","nan, HEMANGIOBLASTOMA, HEMANGIOBLASTOMA, HEMANGIOBLASTOMA, ['HEMANGIOBLASTOMA, MULTIPLE', 'HEMANGIOBLASTOMAS', 'HEMANGIOBLASTOMAS, MULTIPLE', 'MULTIPLE HEMANGIOBLASTOMA', 'MULTIPLE HEMANGIOBLASTOMAS', 'HEMANGIOBLASTOMA'], ['HEMANGIOBLASTOMA', 'ANGIOBLASTOMA', 'CAPILLARY HEMANGIOBLASTOMA', 'HAEMANGIOBLASTOMA'], ['CAPILLARY HEMANGIOBLASTOMA', 'HEMANGIOBLASTOMA'], ['HAEMANGIOBLASTOMA', 'HEMANGIOBLASTOMA'], ['HEMANGIOBLASTOMA', 'ANGIOBLASTOMA', 'CAPILLARY HEMANGIOBLASTOMA', 'HAEMANGIOBLASTOMA', 'HEMANGIOBLASTOMAS'], ['ANGIOBLASTOMA', 'CAPILLARY HEMANGIOBLASTOMA', 'HEMANGIOBLASTOMA', 'HMBL'], ['ANGIOBLASTOMA', 'CAPILLARY HEMANGIOBLASTOMA', 'HEMANGIOBLASTOMA', 'HMBL'], ['ANGIOBLASTOMA', 'HEMANGIOBLASTOMA'], ['""CAPILLARY HEMANGIOBLASTOMA"" EXACT [NCI2004_11_17:C3801]', '""HEMANGIOBLASTOMA (MORPHOLOGIC ABNORMALITY)"" EXACT [SNOMEDCT_2005_07_31:81201000]', '""HEMANGIOBLASTOMA"" EXACT [MTH:NOCODE]', 'HEMANGIOBLASTOMA'], ['HEMANGIOBLASTOMA', 'MOUSE HEMANGIOBLASTOMA']"
26551,24,"RETINAL HEMANGIOBLASTOMA|RETINAL CAPILLARY HEMANGIOMA, RETINAL HEMANGIOBLASTOMA, RETINAL HEMANGIOBLASTOMA|RETINAL CAPILLARY HEMANGIOBLASTOMA, RETINAL CAPILLARY HEMANGIOMA|CAPILLARY ANGIOMA OF RETINA|CAPILLARY ANGIOMA OF THE RETINA|CAPILLARY HEMANGIOMA OF RETINA|CAPILLARY HEMANGIOMA OF THE RETINA|HEMANGIOBLASTOMA OF VASCULATURE OF RETINA|RETINAL CAPILLARY ANGIOMA|RETINAL CAPILLARY HEMANGIOBLASTOMA|RETINAL HEMANGIOBLASTOMA|VASCULATURE OF RETINA HEMANGIOBLASTOMA, RETINAL CAPILLARY HEMANGIOMA|CAPILLARY ANGIOMA OF RETINA|CAPILLARY ANGIOMA OF THE RETINA|CAPILLARY HEMANGIOMA OF RETINA|CAPILLARY HEMANGIOMA OF THE RETINA|RETINAL CAPILLARY ANGIOMA, RETINAL HEMANGIOBLASTOMA|RETINAL CAPILLARY HEMANGIOBLASTOMA","['RETINAL HEMANGIOBLASTOMA', 'RETINAL CAPILLARY HEMANGIOMA'], RETINAL HEMANGIOBLASTOMA, ['RETINAL HEMANGIOBLASTOMA', 'RETINAL CAPILLARY HEMANGIOBLASTOMA'], ['RETINAL CAPILLARY HEMANGIOMA', 'CAPILLARY ANGIOMA OF RETINA', 'CAPILLARY ANGIOMA OF THE RETINA', 'CAPILLARY HEMANGIOMA OF RETINA', 'CAPILLARY HEMANGIOMA OF THE RETINA', 'HEMANGIOBLASTOMA OF VASCULATURE OF RETINA', 'RETINAL CAPILLARY ANGIOMA', 'RETINAL CAPILLARY HEMANGIOBLASTOMA', 'RETINAL HEMANGIOBLASTOMA', 'VASCULATURE OF RETINA HEMANGIOBLASTOMA'], ['RETINAL CAPILLARY HEMANGIOMA', 'CAPILLARY ANGIOMA OF RETINA', 'CAPILLARY ANGIOMA OF THE RETINA', 'CAPILLARY HEMANGIOMA OF RETINA', 'CAPILLARY HEMANGIOMA OF THE RETINA', 'RETINAL CAPILLARY ANGIOMA'], ['RETINAL HEMANGIOBLASTOMA', 'RETINAL CAPILLARY HEMANGIOBLASTOMA']"
87992,24,"SPINAL HEMANGIOBLASTOMA, SPINAL HEMANGIOBLASTOMA, SPINAL HEMANGIOBLASTOMA","SPINAL HEMANGIOBLASTOMA, SPINAL HEMANGIOBLASTOMA, SPINAL HEMANGIOBLASTOMA"
79231,24,"CENTRAL NERVOUS SYSTEM CYST|CNS CYST|CYST OF CENTRAL NERVOUS SYSTEM|CYST OF CNS|CYST OF THE CENTRAL NERVOUS SYSTEM|CYST OF THE CNS, CNS CYST|CYST OF THE CENTRAL NERVOUS SYSTEM|CENTRAL NERVOUS SYSTEM CYST, CLEFT CYSTS, RATHKE'S|CNS CYST|CNS CYSTS|CYST, CNS|CYST, SUPRASELLAR|CYSTS, CENTRAL NERVOUS SYSTEM|CYSTS, CNS|CYSTS, RATHKE CLEFT|CYSTS, SUPRASELLAR|RATHKE CLEFT CYSTS|RATHKE'S CLEFT CYSTS|RATHKES CLEFT CYSTS|SUPRASELLAR CYST|SUPRASELLAR CYSTS|CENTRAL NERVOUS SYSTEM CYSTS, CENTRAL NERVOUS SYSTEM CYST|CENTRAL NERVOUS SYSTEM CYST (DISEASE)|CENTRAL NERVOUS SYSTEM CYSTS|CNS CYST|CNS CYSTS|CYST OF CENTRAL NERVOUS SYSTEM|CYST OF CNS|CYST OF THE CENTRAL NERVOUS SYSTEM|CYST OF THE CNS|CYST, CNS|CYSTS, CENTRAL NERVOUS SYSTEM|CYSTS, CNS","['CENTRAL NERVOUS SYSTEM CYST', 'CNS CYST', 'CYST OF CENTRAL NERVOUS SYSTEM', 'CYST OF CNS', 'CYST OF THE CENTRAL NERVOUS SYSTEM', 'CYST OF THE CNS'], ['CNS CYST', 'CYST OF THE CENTRAL NERVOUS SYSTEM', 'CENTRAL NERVOUS SYSTEM CYST'], [""CLEFT CYSTS, RATHKE'S"", 'CNS CYST', 'CNS CYSTS', 'CYST, CNS', 'CYST, SUPRASELLAR', 'CYSTS, CENTRAL NERVOUS SYSTEM', 'CYSTS, CNS', 'CYSTS, RATHKE CLEFT', 'CYSTS, SUPRASELLAR', 'RATHKE CLEFT CYSTS', ""RATHKE'S CLEFT CYSTS"", 'RATHKES CLEFT CYSTS', 'SUPRASELLAR CYST', 'SUPRASELLAR CYSTS', 'CENTRAL NERVOUS SYSTEM CYSTS'], ['CENTRAL NERVOUS SYSTEM CYST', 'CENTRAL NERVOUS SYSTEM CYST (DISEASE)', 'CENTRAL NERVOUS SYSTEM CYSTS', 'CNS CYST', 'CNS CYSTS', 'CYST OF CENTRAL NERVOUS SYSTEM', 'CYST OF CNS', 'CYST OF THE CENTRAL NERVOUS SYSTEM', 'CYST OF THE CNS', 'CYST, CNS', 'CYSTS, CENTRAL NERVOUS SYSTEM', 'CYSTS, CNS']"
42146,24,"ERYTHROPOIETIN POLYCYTHEMIA|NEPHROGENOUS POLYCYTHEMIA|POLYCYTHAEMIA DUE TO EXCESS ERYTHROPOETIN PRODUCTION|POLYCYTHEMIA DUE TO EXCESS ERYTHOPOETIN PRODUCTION|POLYCYTHEMIA, NEPHROGENOUS|RENAL POLYCYTHEMIA|SECONDARY POLYCYTHEMIA WITH EXCESS ERYTHROPOIETIN, POLYCYTHAEMIA DUE TO EXCESS ERYTHROPOETIN PRODUCTION, ACQUIRED POLYCYTHEMIA|EMOTIONAL POLYCYTHEMIA|ERYTHROCYTOSIS NOS|HYPOXEMIC POLYCYTHEMIA|NEPHROGENOUS POLYCYTHEMIA|POLYCYTHEMIA DUE TO ERYTHROPOIETIN|POLYCYTHEMIA DUE TO FALL IN PLASMA VOLUME|POLYCYTHEMIA DUE TO HIGH ALTITUDE|POLYCYTHEMIA DUE TO STRESS|POLYCYTHEMIA NOS|RELATIVE POLYCYTHEMIA|SECONDARY POLYCYTHEMIA, NEPHROGENOUS POLYCYTHEMIA|POLYCYTHAEMIA DUE TO EXCESS ERYTHROPOETIN PRODUCTION|POLYCYTHEMIA DUE TO EXCESS ERYTHOPOETIN PRODUCTION|POLYCYTHEMIA, NEPHROGENOUS|SECONDARY POLYCYTHEMIA WITH EXCESS ERYTHROPOIETIN|ERYTHROPOIETIN POLYCYTHEMIA","['ERYTHROPOIETIN POLYCYTHEMIA', 'NEPHROGENOUS POLYCYTHEMIA', 'POLYCYTHAEMIA DUE TO EXCESS ERYTHROPOETIN PRODUCTION', 'POLYCYTHEMIA DUE TO EXCESS ERYTHOPOETIN PRODUCTION', 'POLYCYTHEMIA, NEPHROGENOUS', 'RENAL POLYCYTHEMIA', 'SECONDARY POLYCYTHEMIA WITH EXCESS ERYTHROPOIETIN'], POLYCYTHAEMIA DUE TO EXCESS ERYTHROPOETIN PRODUCTION, ['ACQUIRED POLYCYTHEMIA', 'EMOTIONAL POLYCYTHEMIA', 'ERYTHROCYTOSIS NOS', 'HYPOXEMIC POLYCYTHEMIA', 'NEPHROGENOUS POLYCYTHEMIA', 'POLYCYTHEMIA DUE TO ERYTHROPOIETIN', 'POLYCYTHEMIA DUE TO FALL IN PLASMA VOLUME', 'POLYCYTHEMIA DUE TO HIGH ALTITUDE', 'POLYCYTHEMIA DUE TO STRESS', 'POLYCYTHEMIA NOS', 'RELATIVE POLYCYTHEMIA', 'SECONDARY POLYCYTHEMIA'], ['NEPHROGENOUS POLYCYTHEMIA', 'POLYCYTHAEMIA DUE TO EXCESS ERYTHROPOETIN PRODUCTION', 'POLYCYTHEMIA DUE TO EXCESS ERYTHOPOETIN PRODUCTION', 'POLYCYTHEMIA, NEPHROGENOUS', 'SECONDARY POLYCYTHEMIA WITH EXCESS ERYTHROPOIETIN', 'ERYTHROPOIETIN POLYCYTHEMIA']"
1690120,24,"CENTRAL NERVOUS SYSTEM HEMANGIOBLASTOMA|CENTRAL NERVOUS SYSTEM CAPILLARY HEMANGIOBLASTOMA|CNS HEMANGIOBLASTOMA|HEMANGIOBLASTOMA OF CENTRAL NERVOUS SYSTEM|HEMANGIOBLASTOMA OF CNS|HEMANGIOBLASTOMA OF THE CNS, CENTRAL NERVOUS SYSTEM HEMANGIOBLASTOMA|CENTRAL NERVOUS SYSTEM CAPILLARY HEMANGIOBLASTOMA|CNS HEMANGIOBLASTOMA|HEMANGIOBLASTOMA OF CENTRAL NERVOUS SYSTEM|HEMANGIOBLASTOMA OF CNS|HEMANGIOBLASTOMA OF THE CNS","['CENTRAL NERVOUS SYSTEM HEMANGIOBLASTOMA', 'CENTRAL NERVOUS SYSTEM CAPILLARY HEMANGIOBLASTOMA', 'CNS HEMANGIOBLASTOMA', 'HEMANGIOBLASTOMA OF CENTRAL NERVOUS SYSTEM', 'HEMANGIOBLASTOMA OF CNS', 'HEMANGIOBLASTOMA OF THE CNS'], ['CENTRAL NERVOUS SYSTEM HEMANGIOBLASTOMA', 'CENTRAL NERVOUS SYSTEM CAPILLARY HEMANGIOBLASTOMA', 'CNS HEMANGIOBLASTOMA', 'HEMANGIOBLASTOMA OF CENTRAL NERVOUS SYSTEM', 'HEMANGIOBLASTOMA OF CNS', 'HEMANGIOBLASTOMA OF THE CNS']"
82654,24,DIZZY SPELL|DIZZINESS|VERTIGO,"['DIZZY SPELL', 'DIZZINESS', 'VERTIGO']"
2052955,24,"CAPILLARY SIZED VASCULAR CHANNEL FORMATION, CAPILLARY SIZED VASCULAR CHANNEL FORMATION","CAPILLARY SIZED VASCULAR CHANNEL FORMATION, CAPILLARY SIZED VASCULAR CHANNEL FORMATION"
2481972,24,"SLOW GROWING MASS, SLOW GROWING MASS","SLOW GROWING MASS, SLOW GROWING MASS"
